gene	score	logfoldchange	pval	pval_adj	pct_within	pct_outside	cluster
AI607873	3.0651543	2.3999076	0.0021755770835024356	0.06819891267859114	0.12607449856733524	0.030147723846849564	Monocytes
Pitpna	3.055538	1.7111108	0.002246571945999305	0.07016503431344791	0.15472779369627507	0.060898402170636114	Monocytes
Fes	3.0529363	2.4600344	0.002266140283605194	0.07064609020158176	0.12034383954154727	0.023665963219776907	Monocytes
Lyl1	3.046589	3.610217	0.0023145399423900393	0.07175920088298479	0.10601719197707736	0.009496533011757612	Monocytes
Ptk2b	3.019742	2.4323964	0.002529900877009053	0.07773465860866088	0.12320916905444126	0.02833886041603859	Monocytes
Cd48	3.0016124	1.3827436	0.002685537933070331	0.08170406598901664	0.16332378223495703	0.06949050346698825	Monocytes
A430104N18Rik	3.000918	1.3217988	0.002691671943390356	0.08170406598901664	0.15759312320916904	0.06165209526680736	Monocytes
Ccnd3	3.0007544	1.4409301	0.0026931170993490356	0.08170406598901664	0.16905444126074498	0.07763038890563763	Monocytes
Rpl36al	2.9995694	0.73049897	0.0027036157025972516	0.08187610482204785	0.31805157593123207	0.2536930961712391	Monocytes
Nabp1	2.9956875	2.1344695	0.002738270131461714	0.08263046825526549	0.12893982808022922	0.03497135966234549	Monocytes
Clta	2.9878962	0.8299992	0.002809049625325904	0.08461575949538544	0.2664756446991404	0.18359963822731384	Monocytes
Itm2b	2.985499	0.40504962	0.0028311617050622378	0.0850253758329743	0.4899713467048711	0.4264395538136871	Monocytes
Adrbk2	2.979928	2.5503356	0.0028831622914896743	0.08623553668672554	0.12893982808022922	0.0378353934277962	Monocytes
Clec4a2	2.978879	2.2530146	0.0028930491099820647	0.08637890819751026	0.12607449856733524	0.03271028037383177	Monocytes
Selplg	2.96692	1.1401888	0.0030079933169607906	0.08965300292150799	0.1833810888252149	0.09044317154054869	Monocytes
Erp29	2.9643183	1.2285737	0.0030335435541414043	0.09009783736371993	0.18624641833810887	0.09737714802532409	Monocytes
Rps16	2.96045	0.8051781	0.0030719006119362827	0.09107755677941856	0.25501432664756446	0.16716912873078082	Monocytes
H2-T23	2.9458075	0.8270888	0.003221129268940988	0.09431750752577389	0.22922636103151864	0.13656918902622853	Monocytes
Pomp	2.9453714	0.98665786	0.0032256709926852326	0.09431750752577389	0.22349570200573066	0.13913174555321073	Monocytes
Cd244	2.9379072	3.5710807	0.0033043590367837906	0.0964520222113878	0.10315186246418338	0.010250226107928851	Monocytes
Cd300lb	2.933426	4.485049	0.0033524365358053015	0.09763955196571705	0.09742120343839542	0.004371419957793186	Monocytes
Sf3b1	2.9319549	0.82628834	0.0033683571491863458	0.09781501522782746	0.2607449856733524	0.1756104914078987	Monocytes
Casp1	2.929326	2.019414	0.0033969794154518895	0.09847756223358733	0.12607449856733524	0.03361471208923726	Monocytes
Scarb1	2.9266155	2.7507899	0.0034267231980519806	0.09898024303305714	0.11461318051575932	0.02276153150437142	Monocytes
Cox4i1	2.9261522	0.47443345	0.0034318286988287983	0.09898024303305714	0.4326647564469914	0.3824238769972867	Monocytes
Vcan	2.9172442	5.9012055	0.003531391752358323	0.10137022026170454	0.09455587392550144	0.0021103406692794696	Monocytes
Mnda	2.916318	3.3727071	0.003541893285399051	0.1014644733565583	0.10601719197707736	0.014169430208019295	Monocytes
Rps23	2.9140842	0.74403995	0.003567337505895841	0.10202104007164851	0.2722063037249284	0.18812179680434127	Monocytes
Tmcc1	2.9129944	3.1192226	0.0035798095619020962	0.10220537097693208	0.10601719197707736	0.013867952969550798	Monocytes
Zfp710	2.9091535	3.4393091	0.0036240905433074	0.10294966754430518	0.10601719197707736	0.014621646065722037	Monocytes
Rassf5	2.9058025	1.7723827	0.0036631248219296444	0.1038845047744228	0.1346704871060172	0.04296050648176063	Monocytes
Milr1	2.8811486	3.4891036	0.00396228750277582	0.11218102464035916	0.10315186246418338	0.01236056677720832	Monocytes
Xdh	2.8675277	1.6037983	0.004136926465046043	0.11673566708937744	0.1518624641833811	0.06406391317455531	Monocytes
Shisa5	2.8626785	0.70371294	0.004200764493568891	0.11814388896589521	0.2492836676217765	0.1594814591498342	Monocytes
Ywhab	2.8614118	0.99653715	0.004217587843492987	0.11830621769834818	0.2349570200573066	0.1585770274344287	Monocytes
Hmgb2	2.8591099	1.033872	0.004248315816564838	0.1186938845685718	0.17478510028653296	0.08305697919807055	Monocytes
Efhd2	2.8499565	1.7795167	0.0043725194580614924	0.12156320899879484	0.14326647564469913	0.05622550497437444	Monocytes
Plod3	2.834129	2.362742	0.004595077369582231	0.1265063589460147	0.12320916905444126	0.03587579137775098	Monocytes
Degs1	2.8282175	1.1713771	0.004680798803306381	0.12824178821530358	0.1833810888252149	0.09858305697919807	Monocytes
Dock2	2.8071187	1.9944216	0.004998682645158581	0.1367300951278135	0.12607449856733524	0.038287609285498944	Monocytes
Gm10288	2.796072	0.42485213	0.005172786826839832	0.14085261074242625	0.42120343839541546	0.35574314139282487	Monocytes
Psmb10	2.7959766	1.3503612	0.005174313137126691	0.14085261074242625	0.16045845272206305	0.07476635514018691	Monocytes
F10	2.7883625	2.6299753	0.005297521815131471	0.1437450759405034	0.10888252148997135	0.0208019294543262	Monocytes
Lims1	2.7866735	1.6122153	0.005325209095011843	0.14419291134104936	0.13753581661891118	0.050195960205004525	Monocytes
Trem3	2.78414	4.8623033	0.005366985099889464	0.14470381607158256	0.09169054441260745	0.0034669882423876996	Monocytes
Atp1a3	2.7721808	6.5579715	0.005568208970427827	0.14941654419222392	0.08882521489971347	0.0009044317154054868	Monocytes
Stk24	2.7579334	2.245	0.005816806122059693	0.1555949763785652	0.11461318051575932	0.027735905939101597	Monocytes
Naip5	2.7542012	3.2254837	0.005883559027184919	0.15713272053862842	0.10028653295128939	0.013415737111848056	Monocytes
Adssl1	2.753057	2.429244	0.005904161266731886	0.15743501717375166	0.1174785100286533	0.03210732589689479	Monocytes
Capg	2.7474315	1.1238319	0.00600640440262525	0.1598251342331861	0.17191977077363896	0.08592101296352125	Monocytes
Pygl	2.7410433	1.6478363	0.006124443221790149	0.1620349962532592	0.13753581661891118	0.05260777811275249	Monocytes
Tsc22d4	2.7396677	1.2871579	0.006150134876867813	0.1624612731725876	0.17191977077363896	0.08938800120590895	Monocytes
Ncf4	2.7330613	2.325976	0.006274862773119892	0.16549828579990705	0.11461318051575932	0.029092553512209827	Monocytes
Ccdc50	2.7322307	1.3390111	0.006290710343860744	0.1656586284495875	0.1518624641833811	0.06647573108230329	Monocytes
Tpm4	2.7156265	0.8774768	0.006615048179457344	0.17339196611347313	0.2349570200573066	0.16129032258064516	Monocytes
Nin	2.713951	1.9813129	0.00664859576679798	0.1740023697671712	0.12320916905444126	0.038438347904733196	Monocytes
Tmpo	2.7085164	1.868089	0.006758476335336762	0.17660554725882302	0.12893982808022922	0.04492010853180585	Monocytes
Man2b1	2.7000852	1.6473572	0.006932174989739039	0.18031097492482265	0.1346704871060172	0.05094965330117576	Monocytes
Csf3r	2.6822689	2.642627	0.0073124670906568115	0.18871400494715787	0.09742120343839542	0.012059089538739826	Monocytes
Rnf149	2.681833	2.3009758	0.007322001017467414	0.18871400494715787	0.11461318051575932	0.03105215556225505	Monocytes
Gltscr2	2.669397	0.7691843	0.007598757230073886	0.1952535210073076	0.23782234957020057	0.16038589086523966	Monocytes
Cers6	2.666632	3.2101893	0.007661552296689936	0.1965692366105365	0.09742120343839542	0.013415737111848056	Monocytes
Sgk3	2.6659236	2.4175642	0.007677712383003951	0.19668629048846528	0.10601719197707736	0.021706361169731684	Monocytes
Pyhin1	2.6611426	1.7765992	0.007787594347950094	0.19920032058353793	0.12320916905444126	0.03889056376243594	Monocytes
Myadm	2.6497693	1.3245622	0.008054677601651808	0.20541244728783908	0.1489971346704871	0.06647573108230329	Monocytes
Arid4a	2.635358	1.214422	0.008404853347424971	0.21306114786095678	0.15759312320916904	0.07521857099788966	Monocytes
Skap2	2.6280847	1.6893406	0.008586715563977406	0.21637757689374865	0.1318051575931232	0.050195960205004525	Monocytes
Il1b	2.6218054	2.1501791	0.00874653727541103	0.2197518898573269	0.10601719197707736	0.02276153150437142	Monocytes
Ifngr2	2.6171877	2.0578036	0.008865754037033408	0.22176153792632677	0.11461318051575932	0.03240880313536328	Monocytes
Rpl35	2.614341	0.3553413	0.0089399747789319	0.22328870732828585	0.4469914040114613	0.3867952969550799	Monocytes
Trafd1	2.6117394	2.3468301	0.009008288089950873	0.22466405546687773	0.11174785100286533	0.030298462466083812	Monocytes
Ctage5	2.596593	1.3642212	0.009415343457892541	0.2344710862002931	0.16045845272206305	0.08335845643653904	Monocytes
Itgb1	2.5960617	0.6335066	0.009429912854137485	0.23448957784943933	0.27793696275071633	0.2065119083509195	Monocytes
Tlr13	2.5832036	3.5459645	0.009788756290838967	0.2419934663795015	0.09169054441260745	0.010099487488694603	Monocytes
Ifi30	2.5772102	0.98018515	0.00996013377132083	0.2456512339185392	0.20057306590257878	0.12556526982212843	Monocytes
Lrrfip1	2.5768425	0.9429409	0.009970736629426508	0.2456512339185392	0.2148997134670487	0.1406391317455532	Monocytes
Cdkn2d	2.5757666	1.5846418	0.010001817574982816	0.2458272815277298	0.12034383954154727	0.0378353934277962	Monocytes
Ankrd11	2.566872	0.9456071	0.010262049593441609	0.25146704341032283	0.19197707736389685	0.11305396442568585	Monocytes
Ly6i	2.5664089	4.4422393	0.010275762785739355	0.25146704341032283	0.08595988538681948	0.004672897196261682	Monocytes
Gm26924	2.5635622	0.53073573	0.010360417445901233	0.25317337098708786	0.32664756446991405	0.259119686463672	Monocytes
Themis2	2.5519161	2.4177291	0.010713230157792053	0.2606681065222316	0.10601719197707736	0.02607778112752487	Monocytes
Gm11808	2.5366879	0.6169849	0.0111906672439784	0.2716325381353276	0.2636103151862464	0.18932770575821525	Monocytes
Plagl2	2.5365245	3.1338067	0.011195892691585234	0.2716325381353276	0.09742120343839542	0.01808863430810974	Monocytes
Susd3	2.517278	2.9329329	0.011826546974145381	0.28449136189295254	0.09455587392550144	0.015073861923424782	Monocytes
Rpl36	2.5100317	0.4067595	0.012072033987904279	0.2896309943328093	0.3982808022922636	0.3355441664154356	Monocytes
Nod1	2.5060544	2.6958663	0.01220868587128355	0.2924394119930759	0.09742120343839542	0.018691588785046728	Monocytes
Tnfaip8l2	2.49874	2.0360634	0.012463576216278647	0.29737546204321796	0.10888252148997135	0.030147723846849564	Monocytes
Plekho2	2.4985492	2.6069174	0.012470283971442012	0.29737546204321796	0.09742120343839542	0.018540850165812483	Monocytes
Zfp217	2.4976366	2.5897546	0.012502429650145317	0.29737546204321796	0.10028653295128939	0.021857099788965932	Monocytes
Smpdl3b	2.4932642	4.0937757	0.012657461124536994	0.3002208156797523	0.08595988538681948	0.007235453723243895	Monocytes
Gng5	2.4878702	0.8581305	0.0128510578082337	0.3039624677403561	0.23209169054441262	0.1664154356346096	Monocytes
Irf2	2.485977	1.2449778	0.012919630834291106	0.3047343801373336	0.16045845272206305	0.08622249020198974	Monocytes
Hfe	2.477314	2.6162453	0.013237535519308978	0.31136666417747705	0.09742120343839542	0.01929454326198372	Monocytes
Ccnl1	2.4650688	1.2320377	0.013698693449525848	0.3208786494620288	0.15472779369627507	0.07898703647874586	Monocytes
Eif1	2.4628215	0.37066454	0.013784857500341493	0.3224515839286778	0.49570200573065903	0.47904733192643956	Monocytes
RP24-113D21.1	2.4508076	3.457284	0.014253609000039738	0.33204252064790374	0.08595988538681948	0.00829062405788363	Monocytes
Rbms1	2.4416544	1.1311452	0.014620135877211645	0.3382576866870836	0.1833810888252149	0.11335544166415436	Monocytes
Gusb	2.438181	1.4934007	0.01476137947720119	0.340133470861216	0.12607449856733524	0.04989448296653603	Monocytes
Psme2	2.4358518	0.89844054	0.014856768102599107	0.3418669338561442	0.1977077363896848	0.12466083810672295	Monocytes
Mcmbp	2.4330187	1.9403471	0.014973528205504268	0.34408680872242126	0.11461318051575932	0.03919204100090443	Monocytes
BC028528	2.42945	0.8919621	0.015121750945018731	0.3466970126725922	0.14613180515759314	0.06692794694000603	Monocytes
Rpl19	2.4179265	0.62854004	0.015609223028234162	0.35670802859478573	0.2636103151862464	0.19686463671992765	Monocytes
Sh3bgrl	2.4151752	0.8010746	0.01572764203676067	0.35850145336212935	0.2177650429799427	0.14862827856496835	Monocytes
Ppp1r15a	2.414399	1.0797106	0.015761199941830336	0.35878414740067205	0.1489971346704871	0.07265601447090744	Monocytes
Plcg2	2.4112115	2.8701491	0.015899624851226236	0.3614500507398737	0.09169054441260745	0.01567681640036177	Monocytes
Asap1	2.4084737	2.24651	0.016019380685536343	0.3636849759652086	0.10028653295128939	0.024419656315948148	Monocytes
Eif3k	2.4020991	0.8823863	0.016301292505137656	0.3690969554000394	0.22349570200573066	0.16053662948447392	Monocytes
Herc4	2.400233	2.3204346	0.016384638592226115	0.37048944784741694	0.09742120343839542	0.021555622550497436	Monocytes
Pot1b	2.3959968	4.542635	0.01657523116956041	0.37330590359173305	0.08022922636103152	0.004371419957793186	Monocytes
Pid1	2.3828118	2.5601945	0.017180976038985704	0.3843960061281775	0.09455587392550144	0.019596020500452217	Monocytes
Arl5c	2.3795972	2.944046	0.017331569754447444	0.38725440245806875	0.08882521489971347	0.013566475731082304	Monocytes
Ikzf1	2.368823	1.6470978	0.01784478879065814	0.3976738148498967	0.1174785100286533	0.04341272233946337	Monocytes
Hbb-bt	2.367461	2.1740777	0.017910609959838855	0.398616842925075	0.09742120343839542	0.02276153150437142	Monocytes
Rab8a	2.3594382	1.247874	0.018302629138905794	0.405214474630161	0.14326647564469913	0.07024419656315949	Monocytes
Nfe2	2.3573542	3.8179493	0.01840568195870947	0.406964746203069	0.08022922636103152	0.005426590292432921	Monocytes
Itch	2.356251	2.2614818	0.0184604446696939	0.40764411608507667	0.10601719197707736	0.03301175761230027	Monocytes
Tor1aip1	2.350598	1.1667691	0.01874326172993347	0.4117447871475929	0.15472779369627507	0.0832077178173048	Monocytes
Ccdc12	2.3484597	1.2343124	0.018851239218863756	0.4123590292144861	0.1518624641833811	0.08170033162496232	Monocytes
Fam96a	2.3429432	1.2501134	0.019132295337310985	0.41598025208391926	0.14613180515759314	0.07446487790171842	Monocytes
Elmo2	2.3397696	2.5583885	0.019295643642243544	0.41899464856441515	0.09455587392550144	0.021103406692794695	Monocytes
Rac1	2.3175945	1.1659105	0.020471365224524706	0.4411358104735889	0.166189111747851	0.09948748869460355	Monocytes
Arhgdia	2.3114243	0.79683894	0.020809431285682103	0.44615315445497195	0.2177650429799427	0.1554115164305095	Monocytes
Cyth4	2.3114243	1.3371395	0.020809431285682103	0.44615315445497195	0.1346704871060172	0.06346095869761834	Monocytes
Was	2.2901618	1.4512786	0.022011930755160787	0.46551183673317365	0.12320916905444126	0.052004823635815496	Monocytes
Serp1	2.290121	0.7755158	0.022014298782947417	0.46551183673317365	0.22063037249283668	0.15526077781127526	Monocytes
Ppp1r18	2.286103	1.2718649	0.022248239843841444	0.46928843222849137	0.1318051575931232	0.059692493216762135	Monocytes
Rpl23	2.283147	0.55355304	0.02242170250833307	0.47235981719108133	0.29512893982808025	0.2357552004823636	Monocytes
Ogfrl1	2.2826295	2.2930088	0.022452199127898906	0.47241544045910366	0.09742120343839542	0.02622851974675912	Monocytes
Ankrd44	2.2760234	1.9250164	0.022844610691512127	0.48007652133501133	0.10601719197707736	0.03497135966234549	Monocytes
Ier5	2.2702343	1.5942906	0.023193361161292284	0.4868022424930147	0.1174785100286533	0.04672897196261682	Monocytes
Ppp1cb	2.2689269	1.3704104	0.023272774753796643	0.48784780141073847	0.1518624641833811	0.086373228821224	Monocytes
Idh1	2.2675784	1.3922886	0.023354917163401368	0.48784780141073847	0.13753581661891118	0.06949050346698825	Monocytes
Ak2	2.2596374	1.4973123	0.023843767793561673	0.49554712991545635	0.12320916905444126	0.053361471208923726	Monocytes
Rpl13	2.2500346	0.51667976	0.024446751476824118	0.5056005588969027	0.2979942693409742	0.23892071148628277	Monocytes
Pgd	2.2308426	1.3870331	0.025691556137097456	0.5281249703382251	0.1346704871060172	0.06753090141694303	Monocytes
Gm9846	2.227737	0.26122525	0.025898056030861157	0.5310823847973088	0.4498567335243553	0.38920711486282783	Monocytes
St8sia4	2.2271514	2.7069006	0.02593716162826167	0.5312419372629101	0.08595988538681948	0.01567681640036177	Monocytes
Nfkb1	2.2206678	1.5822178	0.02637347345061499	0.5378765809417444	0.11461318051575932	0.04537232438950859	Monocytes
Stk17b	2.209812	0.9155076	0.02711822407452441	0.5494599308003101	0.14613180515759314	0.07491709375942117	Monocytes
Grn	2.2072647	0.9802096	0.027295571070509714	0.5523933052324275	0.16045845272206305	0.09360868254446789	Monocytes
Mdm1	2.2055075	2.945458	0.027418494567803053	0.5542196059301215	0.08595988538681948	0.016882725354235757	Monocytes
Rasa3	2.203451	2.0939848	0.027562988197674006	0.5564770438623255	0.09455587392550144	0.025022610792885137	Monocytes
Tcirg1	2.19867	1.9858913	0.027901404147707896	0.5626396111069896	0.10028653295128939	0.03135363280072354	Monocytes
Eif4ebp1	2.1941068	2.0765147	0.0282277286034665	0.5665255022321756	0.09742120343839542	0.02894181489297558	Monocytes
S100a8	13.242554	10.799483	4.982510829513879e-40	4.2722576760642916e-36	0.8625	0.007677821237143271	Neutrophils
S100a9	13.241717	10.452592	5.038336784084311e-40	4.2722576760642916e-36	0.8625	0.007532956685499058	Neutrophils
Actb	9.385709	2.0673873	6.2494656196179815e-21	3.532822914770045e-17	0.9625	0.6237867593799797	Neutrophils
Srgn	9.248575	3.2360966	2.2750553292122257e-20	9.645665832027535e-17	0.7125	0.19846443575257133	Neutrophils
Tyrobp	9.048773	2.9804273	1.4458408468514406e-19	4.904002984350716e-16	0.725	0.18759959437925539	Neutrophils
Alox5ap	8.7096615	3.2435899	3.047839924535821e-18	8.614719546700499e-15	0.6625	0.1361726785455599	Neutrophils
Tmsb4x	8.420779	1.6275651	3.7398807123490686e-17	9.060662428675409e-14	0.975	0.7503983775170215	Neutrophils
Retnlg	8.379725	7.807214	5.3051223045515283e-17	1.1246196145361172e-13	0.55	0.008981602201941184	Neutrophils
Cxcr2	7.634679	7.7766385	2.2638390004737376e-14	3.490222328094011e-11	0.5	0.006084311169056932	Neutrophils
Il1b	7.0990286	5.9977837	1.2563696626682348e-12	1.7755644257658828e-09	0.475	0.0217296827466319	Neutrophils
Arhgdib	7.074318	2.5922208	1.5018540780818767e-12	1.959226408476196e-09	0.5875	0.18803418803418803	Neutrophils
Msrb1	7.0133233	3.2195625	2.327229399051414e-12	2.8191059556080667e-09	0.5375	0.10676517456178473	Neutrophils
Pglyrp1	6.8645315	5.2457695	6.6709851324512895e-12	7.542215790749427e-09	0.4625	0.021874547298276113	Neutrophils
S100a11	6.6943483	2.2149708	2.166350402443723e-11	2.296196029690194e-08	0.6375	0.32348254382152686	Neutrophils
Prdx5	6.6179304	2.5448701	3.642627236195998e-11	3.633842076391054e-08	0.55	0.16688396349413298	Neutrophils
Ifitm1	6.494016	5.769216	8.357778932327187e-11	7.459977521754567e-08	0.4375	0.024337244676227728	Neutrophils
Fos	6.480434	2.8899708	9.145925788439303e-11	7.755287772307108e-08	0.525	0.15616398667246126	Neutrophils
Gmfg	6.319287	3.0514355	2.6277308115858844e-10	1.9375516014645658e-07	0.4875	0.09227871939736347	Neutrophils
Csf3r	6.221868	6.3942595	4.912703401141855e-10	3.332581479198589e-07	0.4125	0.011734028683181226	Neutrophils
Slpi	6.212748	3.4697719	5.206590204987218e-10	3.3960985879376243e-07	0.4625	0.0663479646530494	Neutrophils
Fxyd5	6.0484495	2.3301775	1.4624641830716818e-09	9.185900029893575e-07	0.5375	0.2015065913370998	Neutrophils
Lrrc58	5.9967976	1.4503738	2.0124648188795374e-09	1.218906816549217e-06	0.7375	0.450963349268434	Neutrophils
Lcp1	5.8547273	2.12291	4.777932074456455e-09	2.7941017258864486e-06	0.55	0.20730117340286833	Neutrophils
Gsr	5.8392487	3.7141106	5.243679627872235e-09	2.9642520936361746e-06	0.425	0.055772852383021876	Neutrophils
Hmgb2	5.820674	3.0346894	5.861080241736278e-09	3.2063890264388886e-06	0.45	0.08344198174706649	Neutrophils
Taldo1	5.7827997	2.5272586	7.3467526178849585e-09	3.858465102859488e-06	0.5	0.15471534115601912	Neutrophils
Gpx1	5.779146	1.5846838	7.508069366965216e-09	3.858465102859488e-06	0.6625	0.3372446762277271	Neutrophils
S100a6	5.762775	2.3663292	8.274214335746242e-09	4.127129438821192e-06	0.5125	0.1694915254237288	Neutrophils
1100001G20Rik	5.673751	4.0128946	1.397043389642964e-08	6.581238568043063e-06	0.4125	0.061277705345501955	Neutrophils
Anxa1	5.5410514	2.7398899	3.006610169640324e-08	1.3780838342413583e-05	0.4625	0.1454440098507895	Neutrophils
Slfn2	5.4550953	2.5253558	4.894662725598395e-08	2.137799203854104e-05	0.4625	0.13313052296103142	Neutrophils
Fcer1g	5.3686647	1.9259065	7.932167712769962e-08	3.363040806021645e-05	0.5125	0.16659423439084456	Neutrophils
Rgs2	5.3474407	3.0151718	8.92066098208459e-08	3.6020354665517275e-05	0.425	0.10082572794437202	Neutrophils
Arpc1b	5.300809	1.9091724	1.152906095249628e-07	4.443666924849646e-05	0.5125	0.19629146747790815	Neutrophils
Mcl1	5.2855535	2.6997216	1.2532531982460787e-07	4.723093553123388e-05	0.4375	0.11994784876140809	Neutrophils
Rac2	5.2236104	2.22523	1.7546790975792075e-07	6.345731703098793e-05	0.4625	0.12067217151962914	Neutrophils
Ngp	5.198119	30.966805	2.013152186153766e-07	6.967560801016678e-05	0.3375	0.0	Neutrophils
Mmp9	5.1388254	6.900862	2.764610963508394e-07	9.193144574537029e-05	0.3375	0.004490801100970592	Neutrophils
Ccl6	4.962562	2.0398533	6.95692713634282e-07	0.00020698689000918927	0.475	0.14283644792119368	Neutrophils
Hp	4.9575977	1.8100584	7.137010344994254e-07	0.000208683721449582	0.5125	0.2232362740837317	Neutrophils
Junb	4.9399996	2.1567104	7.812280759119401e-07	0.00022455672778628121	0.475	0.19498768651311024	Neutrophils
Zfp36	4.9298754	2.5555315	8.228206635589149e-07	0.0002325702605549273	0.425	0.1361726785455599	Neutrophils
Wfdc17	4.9217315	3.9086533	8.578179652573485e-07	0.00023848745693113728	0.3625	0.0560625814863103	Neutrophils
Ifitm2	4.8952923	2.5721848	9.815979464384673e-07	0.0002684987028008059	0.4125	0.1121251629726206	Neutrophils
Mmp8	4.876857	5.986344	1.077895063278077e-06	0.00029015908536718897	0.325	0.010719976821671737	Neutrophils
Camp	4.813073	31.039625	1.4862684174444947e-06	0.00038190342562789676	0.3125	0.0	Neutrophils
Ier2	4.783817	2.2699034	1.7199743986442212e-06	0.0004277565808289727	0.4375	0.1557293930175286	Neutrophils
Sh3bgrl3	4.66113	1.3160224	3.1447827060660776e-06	0.0007511601396080931	0.5625	0.2630740257858902	Neutrophils
Gp49a	4.656528	4.3462653	3.2158653616182964e-06	0.0007574702870511762	0.325	0.027958858467333043	Neutrophils
Ptprc	4.562205	1.6905344	5.061921354495669e-06	0.001129541108564369	0.4875	0.2128060263653484	Neutrophils
Zyx	4.554619	3.1512928	5.248063966635976e-06	0.0011558690494828509	0.35	0.06591337099811675	Neutrophils
Serpinb1a	4.470699	3.2685995	7.796449681557093e-06	0.0016527498768690843	0.3375	0.053599884108358684	Neutrophils
Lst1	4.446546	3.5475755	8.726194441514526e-06	0.0018270065621437633	0.325	0.04143126177024482	Neutrophils
Hmgn2	4.4252663	3.4962475	9.632341588334802e-06	0.0019457062336254707	0.3375	0.06678255830798203	Neutrophils
Dusp1	4.4070263	2.9334202	1.0479945038320376e-05	0.002090693493684466	0.3625	0.09923221787628567	Neutrophils
Clec4d	4.086908	5.3651876	4.3716072110768196e-05	0.007722717363817895	0.275	0.011299435028248588	Neutrophils
Sat1	4.0789595	1.798448	4.5237767563163535e-05	0.007909147423749385	0.425	0.19629146747790815	Neutrophils
Lsp1	4.0727677	1.6606687	4.6457752589953037e-05	0.008039561491561363	0.425	0.17572070114442995	Neutrophils
Cd53	4.016681	1.8518089	5.902342675646135e-05	0.009813512689831647	0.3875	0.13921483413008837	Neutrophils
Cd52	3.9816797	1.3660082	6.842992783198353e-05	0.01094814288776046	0.4875	0.24887729972475736	Neutrophils
Gnai2	3.968962	1.7626058	7.218636932400679e-05	0.011335265160794732	0.4	0.15877154860205708	Neutrophils
Pkm	3.9536507	1.9908345	7.696778085566646e-05	0.011866332686647704	0.375	0.13211647109952196	Neutrophils
Gm7676	3.8926556	3.159887	9.915281396915654e-05	0.014850687544555322	0.3	0.05388961321164711	Neutrophils
Grina	3.8874962	3.5783877	0.00010128360643442771	0.014936249404534432	0.2875	0.04360423004490801	Neutrophils
Ifitm6	3.8496218	3.9863496	0.000118300325386189	0.017147480497644266	0.275	0.027669129364044618	Neutrophils
Lilrb4	3.8417013	3.1751025	0.0001221845442469347	0.017527973891155176	0.3	0.06345067362016514	Neutrophils
Ltf	3.7810688	7.379532	0.00015615648102309163	0.02188642778240174	0.25	0.005649717514124294	Neutrophils
Pfn1	3.7488284	1.20564	0.00017766266440988814	0.024696566604322075	0.525	0.3326090105751123	Neutrophils
Ifitm3	3.7265165	1.435326	0.00019414437080942013	0.026684833864889658	0.4	0.1487758945386064	Neutrophils
Ostf1	3.7252614	2.099552	0.0001951128839699462	0.026684833864889658	0.35	0.12965377372157033	Neutrophils
Ccr1	3.7169225	4.152054	0.00020166433117449104	0.02736020313910555	0.2625	0.02549616108938143	Neutrophils
Cd300lf	3.69832	3.3779805	0.0002170312053183613	0.028981355992079443	0.275	0.03882369984064899	Neutrophils
Pla2g7	3.673526	3.2148561	0.0002392263445477502	0.03169562169676012	0.275	0.03911342894393742	Neutrophils
mt-Rnr2	3.6356516	1.0118506	0.0002772787636435625	0.03589595841703188	0.7125	0.656671012603216	Neutrophils
Slfn4	3.6154594	6.7903132	0.00029981532068622214	0.037663466840871414	0.2375	0.003042155584528466	Neutrophils
Gda	3.588267	2.6397274	0.00033288327316838577	0.041207061530384344	0.3	0.07677821237143272	Neutrophils
Cyba	3.5671544	1.3356616	0.00036087875362969437	0.04371530559147134	0.4375	0.2138200782268579	Neutrophils
Lbr	3.4975696	2.7692316	0.0004695182532143298	0.054713351905382714	0.275	0.05200637404027234	Neutrophils
Shfm1	3.4917965	1.2915305	0.0004797838442262551	0.05497739333941257	0.45	0.26379834854411127	Neutrophils
Mxd1	3.4102468	4.538061	0.000649041273456157	0.07194177095779716	0.2375	0.01839779805881501	Neutrophils
Igsf6	3.3659856	3.371581	0.0007627065347135789	0.0808421257637974	0.25	0.0331739823265247	Neutrophils
Itm2b	3.363866	0.8518889	0.0007685881994450241	0.08095954828812524	0.6	0.4276401564537158	Neutrophils
Arpc2	3.3399925	1.1176009	0.0008378065638596785	0.08663635071034322	0.5	0.34405331015500507	Neutrophils
Lrg1	3.3242347	2.0032449	0.0008866152072232313	0.09057895963433	0.3125	0.10691003911342895	Neutrophils
Arpc5	3.295341	1.3196744	0.000983023142701345	0.09939223752064981	0.4125	0.22758221063305809	Neutrophils
Actr3	3.2946715	1.4896433	0.000985367446499542	0.09939223752064981	0.375	0.17774880486744893	Neutrophils
Slfn1	3.2051456	4.0506854	0.0013499419440904511	0.13007764448767023	0.225	0.01796320440388237	Neutrophils
Ly6c2	3.1983125	2.1825197	0.0013823435991135273	0.13244726043709779	0.275	0.0651890482398957	Neutrophils
Il1r2	3.1942685	5.7270103	0.0014018564083682313	0.13356226308717323	0.2125	0.005359988410835868	Neutrophils
Cd177	3.173407	5.522926	0.001506611472851861	0.14116366833201496	0.2125	0.007098363030566421	Neutrophils
Apbb1ip	3.168666	1.8233067	0.0015314039135979802	0.14269823610279203	0.3125	0.1190786614515428	Neutrophils
